Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,94.375,87.75,94.1875,88.3125,1822600.0,68.82814025878906
2000-01-04,87.5,82.25,87.0,82.75,1647700.0,64.49287414550781
2000-01-05,81.875,78.375,80.875,78.875,1516600.0,61.47283172607422
2000-01-06,84.5,78.625,78.625,82.25,1845100.0,64.10321044921875
2000-01-07,83.1875,79.875,83.0625,82.5625,1127400.0,64.34676361083984
2000-01-10,84.875,81.75,81.75,84.375,803100.0,65.75936889648438
2000-01-11,86.25,84.5625,85.0,84.8125,808600.0,66.10033416748047
2000-01-12,86.0,83.375,84.125,84.375,916100.0,65.75936889648438
2000-01-13,85.125,82.875,85.125,84.5,711000.0,65.85675811767578
2000-01-14,86.9375,85.3125,85.5,85.625,607000.0,66.73358917236328
2000-01-18,89.125,84.75,85.0,86.875,1095700.0,67.70780181884766
2000-01-19,89.375,86.75,86.875,87.5625,636900.0,68.24360656738281
2000-01-20,87.9375,84.875,87.0,85.9375,621800.0,67.06903839111328
2000-01-21,86.1875,84.5625,86.1875,85.6875,542500.0,66.87391662597656
2000-01-24,87.5,81.5,87.5,81.75,712900.0,63.80094909667969
2000-01-25,84.1875,82.375,83.0,83.875,749300.0,65.45936584472656
2000-01-26,88.5,84.125,84.125,88.25,1086600.0,68.8738021850586
2000-01-27,89.9375,87.625,88.25,89.0,702000.0,69.45915222167969
2000-01-28,88.0,86.125,87.5,87.0,776800.0,67.89826202392578
2000-01-31,91.6875,86.5,87.0,91.625,801800.0,71.50780487060547
2000-02-01,93.0,90.5,92.875,91.25,813100.0,71.21514129638672
2000-02-02,91.625,88.625,90.75,91.125,964700.0,71.11759948730469
2000-02-03,91.125,84.8125,90.0,85.375,2213300.0,66.63007354736328
2000-02-04,87.25,83.5625,87.25,84.6875,1451700.0,66.09349822998047
2000-02-07,86.5,83.5,84.4375,85.75,929800.0,66.9227294921875
2000-02-08,89.625,85.75,85.75,89.4375,1024800.0,69.80060577392578
2000-02-09,89.4375,86.5625,89.4375,86.75,397100.0,67.70320892333984
2000-02-10,87.3125,85.5,86.75,86.625,503200.0,67.60557556152344
2000-02-11,88.75,85.0,86.4375,85.125,856900.0,66.4349594116211
2000-02-14,86.875,84.625,85.125,86.5,627800.0,67.50804901123047
2000-02-15,86.625,85.125,86.25,86.5,542400.0,67.50804901123047
2000-02-16,87.3125,82.875,86.75,82.9375,720300.0,64.72772216796875
2000-02-17,84.75,81.125,84.75,82.125,895500.0,64.09364318847656
2000-02-18,84.5,80.75,84.5,80.8125,925500.0,63.069313049316406
2000-02-22,82.375,80.6875,81.25,81.5625,720100.0,63.65462875366211
2000-02-23,87.0,81.0625,81.3125,85.75,702900.0,66.9227294921875
2000-02-24,89.9375,85.5,85.8125,89.625,1199800.0,69.94691467285156
2000-02-25,94.0,88.25,89.4375,89.25,1333000.0,69.65422058105469
2000-02-28,89.25,87.0,89.25,88.0,518000.0,68.6786880493164
2000-02-29,92.5,88.0,88.75,92.5,1381200.0,72.1906967163086
2000-03-01,96.75,93.1875,93.25,94.75,1488900.0,73.94670104980469
2000-03-02,97.875,94.125,95.25,96.25,1819200.0,75.1173324584961
2000-03-03,102.5,96.75,97.0,102.5,2295900.0,79.99505615234375
2000-03-06,105.25,102.375,102.75,103.6875,1421000.0,80.9218521118164
2000-03-07,105.75,102.4375,103.9375,104.875,1041300.0,81.84864807128906
2000-03-08,105.375,99.6875,105.0,101.75,1041100.0,79.40972900390625
2000-03-09,108.1875,101.25,101.75,107.1875,535500.0,83.65336608886719
2000-03-10,119.0,108.5,109.75,112.25,2034400.0,87.6043701171875
2000-03-13,115.5,106.5,107.5,110.375,1454200.0,86.14102935791016
2000-03-14,112.875,103.5,111.5,104.75,653100.0,81.75109100341797
2000-03-15,105.5,101.375,102.5,103.5625,700300.0,80.82428741455078
2000-03-16,105.0,99.25,103.875,103.3125,2024800.0,80.62920379638672
2000-03-17,117.375,103.25,104.125,116.5,2099400.0,90.92124938964844
2000-03-20,123.0,112.5625,117.625,113.4375,2254000.0,88.5311279296875
2000-03-21,119.8125,106.5,111.0,118.25,2692800.0,92.28701782226562
2000-03-22,117.9375,114.8125,114.875,117.15625,1258900.0,91.43343353271484
2000-03-23,119.0,115.125,116.5,119.0,1656900.0,92.87236022949219
2000-03-24,128.0,117.6875,119.0,121.3125,1934400.0,94.67709350585938
2000-03-27,119.375,111.75,118.25,112.0,1315000.0,87.40926361083984
2000-03-28,115.5,108.5,109.5,113.25,1649400.0,88.38481903076172
2000-03-29,116.125,110.75,114.0,114.1875,754300.0,89.116455078125
2000-03-30,115.0,105.125,112.625,106.875,1241200.0,83.40950775146484
2000-03-31,111.875,103.3125,108.0,105.25,1693300.0,82.14128875732422
2000-04-03,110.8125,105.5,108.75,105.5,1789500.0,82.33641052246094
2000-04-04,106.25,91.125,106.0,98.25,3739600.0,76.67820739746094
2000-04-05,99.625,93.5,97.5,97.4375,3238700.0,76.04410552978516
2000-04-06,106.0,100.0,101.0,106.0,1675700.0,82.72663879394531
2000-04-07,107.25,101.1875,106.25,102.5,1373500.0,79.99505615234375
2000-04-10,109.125,103.5625,104.0,107.0625,1749900.0,83.55583190917969
2000-04-11,108.3125,104.3125,107.125,104.8125,1147200.0,81.79985046386719
2000-04-12,107.25,96.5,106.5,96.5625,2598500.0,75.36121368408203
2000-04-13,98.125,92.3125,96.75,95.25,3377700.0,74.33689880371094
2000-04-14,92.75,79.4375,92.75,82.75,4855800.0,64.58139038085938
2000-04-17,87.75,81.0,81.75,87.5,3489600.0,68.28848266601562
2000-04-18,94.9375,86.875,87.5,93.75,2191500.0,73.16622161865234
2000-04-19,93.5,89.625,93.4375,92.0625,1390200.0,71.9413070678711
2000-04-20,91.8125,88.0,91.8125,88.8125,1061100.0,69.40165710449219
2000-04-24,91.5,84.625,88.8125,86.875,1764300.0,67.88761901855469
2000-04-25,97.875,87.5,88.625,97.0625,1341500.0,75.84854888916016
