Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,62.320228576660156,60.52252960205078,61.840843200683594,61.30153274536133,1168369.0,31.310264587402344
2000-01-04,61.18168640136719,59.743526458740234,60.822147369384766,60.76222229003906,1340568.0,31.034801483154297
2000-01-05,61.24161148071289,59.50383377075195,61.00191879272461,60.462608337402344,1753283.0,30.881778717041016
2000-01-06,61.661075592041016,59.80345153808594,60.462608337402344,61.36145782470703,2070876.0,31.34087371826172
2000-01-07,63.21908187866211,61.72099685668945,62.320228576660156,63.159156799316406,1856749.0,32.259056091308594
2000-01-10,65.19654846191406,62.85953903198242,63.75838851928711,64.5973129272461,1995468.0,32.99360656738281
2000-01-11,65.31639862060547,62.320228576660156,65.19654846191406,63.159156799316406,1349329.0,32.259056091308594
2000-01-12,63.27900314331055,62.080535888671875,63.0992317199707,62.679771423339844,1323567.0,32.01420974731445
2000-01-13,63.75838851928711,61.78091812133789,62.919464111328125,63.21908187866211,1657640.0,32.28966522216797
2000-01-14,63.27900314331055,62.02061462402344,63.27900314331055,62.73969268798828,1130195.0,32.04480743408203
2000-01-18,62.61984634399414,61.18168640136719,62.61984634399414,61.421382904052734,1959901.0,31.371479034423828
2000-01-19,62.679771423339844,60.52252960205078,62.55992126464844,61.54122543334961,1409302.0,31.43269920349121
2000-01-20,63.27900314331055,61.421382904052734,61.60115051269531,61.60115051269531,1786972.0,31.46328353881836
2000-01-21,63.39884948730469,61.30153274536133,63.39884948730469,62.02061462402344,2180704.0,31.677549362182617
2000-01-24,61.72099685668945,58.724830627441406,61.60115051269531,60.462608337402344,1897738.0,30.881778717041016
2000-01-25,61.60115051269531,58.365291595458984,61.60115051269531,59.6836051940918,1823164.0,30.483896255493164
2000-01-26,62.85953903198242,60.582454681396484,60.582454681396484,62.26030731201172,2754980.0,31.79996109008789
2000-01-27,63.338924407958984,61.960689544677734,62.26030731201172,62.38015365600586,2215436.0,31.861177444458008
2000-01-28,62.26030731201172,59.623680114746094,61.840843200683594,60.52252960205078,1056872.0,30.912384033203125
2000-01-31,60.52252960205078,58.245445251464844,60.52252960205078,59.563758850097656,1843190.0,30.42268180847168
2000-02-01,60.04314422607422,57.94582748413086,59.38398742675781,59.02444839477539,1452169.0,30.147226333618164
2000-02-02,59.14429473876953,57.88590621948242,58.185523986816406,59.084373474121094,1918598.0,30.177818298339844
2000-02-03,59.86337661743164,58.30537033081055,58.30537033081055,59.86337661743164,1891689.0,30.575706481933594
2000-02-04,60.40268325805664,58.1255989074707,59.86337661743164,59.02444839477539,1741393.0,30.147226333618164
2000-02-07,58.96452331542969,57.58628845214844,58.485137939453125,58.84468078613281,1258484.0,30.055395126342773
2000-02-08,60.3427619934082,59.26414108276367,59.443912506103516,59.38398742675781,1691955.0,30.330856323242188
2000-02-09,59.324066162109375,57.70613479614258,59.324066162109375,58.485137939453125,1817636.0,29.87176513671875
2000-02-10,58.1255989074707,54.889739990234375,58.1255989074707,56.20805358886719,1827232.0,28.708723068237305
2000-02-11,56.028282165527344,52.432884216308594,55.968360900878906,55.54889678955078,2944493.0,28.372055053710938
2000-02-14,56.56759262084961,54.41035461425781,56.32789993286133,54.94966506958008,1364035.0,28.065994262695312
2000-02-15,56.148128509521484,53.69127655029297,53.69127655029297,55.608821868896484,1814611.0,28.402652740478516
2000-02-16,55.66874313354492,53.69127655029297,55.18935775756836,54.889739990234375,1522884.0,28.0353946685791
2000-02-17,55.3691291809082,52.552734375,54.889739990234375,52.73250198364258,1955625.0,26.933561325073242
2000-02-18,52.61265563964844,49.73633575439453,52.013423919677734,50.69511032104492,1961361.0,25.892948150634766
2000-02-22,53.93096923828125,50.81495666503906,50.81495666503906,53.03211975097656,1717091.0,27.086599349975586
2000-02-23,53.81112289428711,52.19319152832031,52.79242706298828,52.61265563964844,2130223.0,26.872365951538086
2000-02-24,53.21188735961914,50.3355712890625,52.73250198364258,51.054649353027344,2611359.0,26.076580047607422
2000-02-25,50.51533889770508,48.95733642578125,49.97603225708008,49.31687545776367,1886578.0,25.189002990722656
2000-02-28,50.45541763305664,48.657718658447266,49.19702911376953,49.766300201416016,2415275.0,25.41853904724121
2000-02-29,50.3355712890625,49.37679672241211,49.85618209838867,49.37679672241211,2275617.0,25.219594955444336
2000-03-01,49.37679672241211,46.50048065185547,49.31687545776367,46.86001968383789,3054843.0,23.93415069580078
2000-03-02,47.698944091796875,46.38063430786133,46.97986602783203,47.21955871582031,2346333.0,24.117769241333008
2000-03-03,50.45541763305664,47.33940505981445,47.459251403808594,49.676414489746094,1936434.0,25.372650146484375
2000-03-06,49.01725769042969,47.03978729248047,48.47794723510742,48.537872314453125,1858522.0,24.791120529174805
2000-03-07,44.64285659790039,40.268455505371094,40.508148193359375,43.50431442260742,7966538.0,22.22018814086914
2000-03-08,47.99856185913086,44.40316390991211,44.822628021240234,46.97986602783203,5733058.0,24.13899040222168
2000-03-09,48.118408203125,46.320709228515625,46.97986602783203,48.118408203125,2634931.0,24.7239933013916
2000-03-10,48.23825454711914,44.52301025390625,47.93864059448242,45.54170608520508,3196795.0,23.400039672851562
2000-03-13,46.02109146118164,44.223392486572266,44.46308517456055,45.72147750854492,2059612.0,23.492414474487305
2000-03-14,45.9012451171875,43.92377853393555,45.78139877319336,44.58293533325195,2406931.0,22.90740966796875
2000-03-15,49.61648941040039,44.103546142578125,44.223392486572266,48.777565002441406,3404873.0,25.062671661376953
2000-03-16,55.009586334228516,49.85618209838867,50.3355712890625,53.33173370361328,3481743.0,27.402671813964844
2000-03-17,54.590126037597656,50.755035400390625,52.61265563964844,51.77373123168945,2750600.0,26.602153778076172
2000-03-20,52.432884216308594,50.81495666503906,51.77373123168945,51.23442077636719,1925482.0,26.32504653930664
2000-03-21,52.67258071899414,50.155799865722656,51.35426712036133,50.81495666503906,1856018.0,26.109521865844727
2000-03-22,50.57526397705078,48.89741134643555,49.49664306640625,49.676414489746094,1526013.0,25.524534225463867
2000-03-23,51.59395980834961,49.31687545776367,49.61648941040039,51.23442077636719,2213037.0,26.32504653930664
2000-03-24,52.67258071899414,50.57526397705078,51.23442077636719,50.9348030090332,1929237.0,26.171110153198242
2000-03-27,51.77373123168945,49.676414489746094,50.9348030090332,49.85618209838867,1592452.0,25.61689567565918
2000-03-28,50.3355712890625,48.89741134643555,48.89741134643555,49.55656814575195,1900033.0,25.46294593811035
2000-03-29,51.11457443237305,49.49664306640625,49.55656814575195,50.9348030090332,2188005.0,26.171110153198242
2000-03-30,55.42905044555664,51.054649353027344,51.414188385009766,54.29050827026367,2639937.0,27.89531135559082
2000-03-31,55.848514556884766,52.91227340698242,54.53020095825195,53.751197814941406,2505808.0,27.618209838867188
2000-04-03,56.867210388183594,53.87104415893555,54.05081558227539,56.867210388183594,1593287.0,29.219270706176758
2000-04-04,58.84468078613281,53.93096923828125,56.867210388183594,56.62751770019531,2401508.0,29.096105575561523
2000-04-05,56.62751770019531,53.57143020629883,56.62751770019531,53.57143020629883,1710520.0,27.52584457397461
2000-04-06,54.7099723815918,53.21188735961914,54.41035461425781,53.81112289428711,1107040.0,27.649011611938477
2000-04-07,54.53020095825195,53.391658782958984,53.93096923828125,53.93096923828125,824074.0,27.710575103759766
2000-04-10,55.608821868896484,53.511505126953125,53.81112289428711,53.751197814941406,1603508.0,27.618209838867188
2000-04-11,56.26797866821289,53.81112289428711,54.11073684692383,55.18935775756836,1594747.0,28.357154846191406
2000-04-12,57.94582748413086,55.06951141357422,55.06951141357422,57.106903076171875,2456682.0,29.342426300048828
2000-04-13,58.00575256347656,55.129432678222656,57.106903076171875,58.00575256347656,2354885.0,29.804256439208984
2000-04-14,56.68743896484375,53.631351470947266,56.56759262084961,54.53020095825195,2007149.0,28.01847267150879
2000-04-17,56.32789993286133,51.77373123168945,53.57143020629883,56.32789993286133,2391912.0,28.942167282104492
2000-04-18,56.56759262084961,54.650047302246094,55.848514556884766,55.848514556884766,2529797.0,28.695837020874023
2000-04-19,55.968360900878906,55.18935775756836,55.848514556884766,55.608821868896484,1545205.0,28.572677612304688
2000-04-20,57.5263671875,55.24928283691406,55.608821868896484,57.16682434082031,1555426.0,29.37320327758789
2000-04-24,57.94582748413086,56.44774627685547,56.56759262084961,57.88590621948242,1787493.0,29.742687225341797
